Transaction_ID,Transaction_Date,Customer_ID,Product_ID,Store_ID,Quantity_Sold,Unit_Price,Discount,Sales_Amount,Cost_Amount,Profit
TXN004118,2025-06-24,C01383,P0035,ST007,2,15900.45,412.88,31388.02,21176.48,10211.54
TXN016048,2025-04-09,C01783,P0032,ST011,2,4729.29,7.69,9450.89,7409.94,2040.95
TXN000617,2024-08-09,C02414,P0009,ST010,1,16251.98,507.56,15744.42,10879.23,4865.19
TXN001419,2024-09-04,C01785,P0051,ST019,1,12289.04,438.86,11850.18,10594.78,1255.4
TXN032820,2024-09-11,C01848,P0049,ST007,4,5964.46,10.74,23847.1,17364.36,6482.74
TXN042744,2024-05-13,C01433,P0050,ST015,1,13841.38,89.89,13751.49,11120.3,2631.19
TXN003108,2025-03-19,C00531,P0020,ST009,1,32634.76,2922.75,29712.01,21816.72,7895.29
TXN000402,2025-08-03,C01147,P0017,ST007,2,30052.11,5831.16,54273.06,40215.88,14057.18
TXN015218,2024-10-31,C01406,P0002,ST014,1,1566.21,32.28,1533.93,1164.99,368.94
TXN035420,2024-02-01,C00640,P0029,ST018,3,734.44,46.69,2156.63,1862.82,293.81
TXN004778,2025-03-05,C01877,P0019,ST014,2,62124.05,6055.31,118192.79,83417.2,34775.59
TXN004845,2024-12-24,C02421,P0039,ST011,3,10846.14,2670.09,29868.33,26842.92,3025.41
TXN043544,2024-12-19,C02413,P0008,ST015,1,337.09,41.75,295.34,235.21,60.13
TXN039091,2024-10-18,C01034,P0027,ST003,2,3958.75,793.77,7123.73,6725.8,397.93
TXN021490,2024-01-23,C00180,P0052,ST011,1,12386.02,63.73,12322.29,9421.28,2901.01
TXN044685,2024-01-02,C01580,P0041,ST007,5,7676.63,3124.64,35258.51,30695.5,4563.01
TXN010720,2025-01-30,C01450,P0003,ST016,1,2239.92,6.32,2233.6,1671.44,562.16
TXN036898,2025-12-26,C00015,P0012,ST016,4,1717.33,583.25,6286.07,5194.52,1091.55
TXN022361,2025-11-25,C02118,P0011,ST017,4,4057.1,418.98,15809.42,12118.08,3691.34
TXN036109,2024-04-17,C00324,P0020,ST009,1,32634.76,3843.75,28791.01,21816.72,6974.29
TXN012701,2024-08-18,C00002,P0057,ST019,1,14644.78,283.7,14361.08,11607.64,2753.44
TXN015400,2025-10-25,C00936,P0016,ST017,2,11350.5,1780.76,20920.24,17003.84,3916.4
TXN043015,2025-11-26,C02020,P0044,ST006,1,12245.02,997.74,11247.28,8933.59,2313.69
TXN016544,2024-04-07,C00770,P0032,ST013,4,4729.29,868.7,18048.46,14819.88,3228.58
TXN011583,2025-10-12,C01705,P0047,ST005,4,6117.14,1992.19,22476.37,20971.88,1504.49
TXN015988,2024-05-22,C01353,P0043,ST011,3,4932.72,524.27,14273.89,12307.92,1965.97
TXN009940,2025-04-11,C01694,P0016,ST013,4,11350.5,3632.92,41769.08,34007.68,7761.4
TXN031779,2024-05-29,C01249,P0014,ST020,1,1251.41,4.0,1247.41,868.26,379.15
TXN024170,2025-09-07,C01204,P0034,ST017,5,1257.67,100.07,6188.28,5090.7,1097.58
TXN000075,2025-05-13,C00917,P0043,ST006,3,4932.72,630.33,14167.83,12307.92,1859.91
TXN035056,2025-07-30,C00825,P0056,ST006,1,528.23,20.4,507.83,430.42,77.41
TXN019403,2025-08-03,C00096,P0017,ST007,1,30052.11,2177.11,27875.0,20107.94,7767.06
TXN032259,2025-04-02,C02091,P0011,ST004,1,4057.1,48.98,4008.12,3029.52,978.6
TXN040515,2025-09-21,C02407,P0011,ST019,1,4057.1,178.54,3878.56,3029.52,849.04
TXN025299,2024-03-15,C01207,P0050,ST019,1,13841.38,461.04,13380.34,11120.3,2260.04
TXN029403,2024-04-24,C01588,P0049,ST004,1,5964.46,145.54,5818.92,4341.09,1477.83
TXN036402,2024-05-17,C01116,P0041,ST009,4,7676.63,2960.41,27746.11,24556.4,3189.71
TXN001509,2025-10-10,C02273,P0010,ST007,1,4637.32,157.98,4479.34,3449.96,1029.38
TXN022466,2025-04-05,C01434,P0038,ST012,4,2067.97,172.38,8099.5,5510.0,2589.5
TXN012442,2025-11-09,C02022,P0002,ST007,4,1566.21,255.09,6009.75,4659.96,1349.79
TXN040210,2025-10-01,C01374,P0027,ST005,1,3958.75,394.18,3564.57,3362.9,201.67
TXN027802,2024-09-26,C02019,P0049,ST002,2,5964.46,487.12,11441.8,8682.18,2759.62
TXN038257,2025-03-03,C01911,P0021,ST013,1,26620.84,1898.49,24722.35,17240.1,7482.25
TXN022001,2025-01-23,C00333,P0051,ST008,4,12289.04,1613.68,47542.48,42379.12,5163.36
TXN005303,2025-11-09,C02244,P0002,ST010,2,1566.21,81.44,3050.98,2329.98,721.0
TXN033450,2025-12-07,C02451,P0040,ST008,3,10656.5,6235.2,25734.3,25961.1,-226.8
TXN002902,2024-09-08,C01120,P0019,ST004,2,62124.05,8499.22,115748.88,83417.2,32331.68
TXN029758,2024-02-14,C01880,P0024,ST001,5,60242.71,16992.09,284221.46,218006.55,66214.91
TXN005620,2024-09-19,C00396,P0004,ST003,1,8916.96,64.86,8852.1,6402.93,2449.17
TXN029188,2024-05-31,C02357,P0053,ST014,1,4851.4,109.73,4741.67,3311.65,1430.02
TXN014648,2025-05-15,C00827,P0010,ST009,1,4637.32,106.13,4531.19,3449.96,1081.23
TXN031848,2025-06-19,C01606,P0056,ST010,1,528.23,20.92,507.31,430.42,76.89
TXN033753,2025-08-10,C01551,P0049,ST016,3,5964.46,634.09,17259.29,13023.27,4236.02
TXN017988,2024-07-07,C01412,P0053,ST013,1,4851.4,10.64,4840.76,3311.65,1529.11
TXN040227,2024-09-04,C00616,P0032,ST018,4,4729.29,514.14,18403.02,14819.88,3583.14
TXN012182,2024-08-26,C01842,P0027,ST016,1,3958.75,384.61,3574.14,3362.9,211.24
TXN019813,2025-06-18,C00359,P0035,ST019,1,15900.45,322.69,15577.76,10588.24,4989.52
TXN005596,2025-01-19,C00712,P0050,ST003,1,13841.38,343.45,13497.93,11120.3,2377.63
TXN016759,2024-02-24,C01250,P0048,ST017,2,13330.32,836.49,25824.15,21604.52,4219.63
TXN008656,2025-01-11,C01297,P0002,ST013,3,1566.21,159.75,4538.88,3494.97,1043.91
TXN014234,2024-08-14,C02332,P0032,ST017,1,4729.29,195.44,4533.85,3704.97,828.88
TXN018269,2024-12-13,C01620,P0051,ST002,2,12289.04,1452.82,23125.26,21189.56,1935.7
TXN044648,2024-06-07,C00663,P0040,ST018,2,10656.5,2259.82,19053.18,17307.4,1745.78
TXN038575,2024-04-22,C01181,P0013,ST011,4,12169.5,1964.69,46713.31,41545.88,5167.43
TXN018942,2025-06-23,C01014,P0027,ST006,2,3958.75,227.99,7689.51,6725.8,963.71
TXN037235,2024-06-06,C02120,P0029,ST006,2,734.44,5.78,1463.1,1241.88,221.22
TXN044781,2025-01-05,C00432,P0040,ST016,1,10656.5,919.11,9737.39,8653.7,1083.69
TXN032564,2024-12-11,C01703,P0012,ST015,3,1717.33,411.71,4740.28,3895.89,844.39
TXN020332,2024-07-26,C00930,P0036,ST008,4,7304.72,1115.39,28103.49,21369.96,6733.53
TXN006081,2025-08-22,C00059,P0007,ST012,2,1052.66,30.8,2074.52,1817.42,257.1
TXN025549,2024-01-14,C02371,P0052,ST012,3,12386.02,661.42,36496.64,28263.84,8232.8
TXN029991,2025-03-30,C02277,P0014,ST001,2,1251.41,63.23,2439.59,1736.52,703.07
TXN008930,2024-01-06,C00356,P0046,ST001,1,9815.94,557.62,9258.32,6615.24,2643.08
TXN032346,2024-12-23,C00365,P0017,ST014,1,30052.11,4382.42,25669.69,20107.94,5561.75
TXN038536,2024-01-15,C01317,P0010,ST010,1,4637.32,99.25,4538.07,3449.96,1088.11
TXN009817,2024-09-15,C00826,P0009,ST008,1,16251.98,747.17,15504.81,10879.23,4625.58
TXN012928,2024-06-13,C01078,P0042,ST015,2,1641.03,331.03,2951.03,2487.48,463.55
TXN032108,2024-11-28,C00815,P0025,ST009,4,16753.03,6346.64,60665.48,57272.52,3392.96
TXN008190,2024-10-28,C00541,P0043,ST003,1,4932.72,387.89,4544.83,4102.64,442.19
TXN034566,2024-05-03,C00745,P0010,ST007,1,4637.32,212.9,4424.42,3449.96,974.46
TXN044430,2024-11-05,C01090,P0023,ST012,5,40186.29,10723.26,190208.19,149428.25,40779.94
TXN026467,2025-06-12,C00946,P0010,ST012,1,4637.32,119.57,4517.75,3449.96,1067.79
TXN038894,2025-01-04,C01549,P0042,ST005,2,1641.03,42.68,3239.38,2487.48,751.9
TXN031944,2025-10-03,C00976,P0044,ST001,3,12245.02,1447.31,35287.75,26800.77,8486.98
TXN042925,2024-05-29,C01855,P0024,ST010,1,60242.71,2767.82,57474.89,43601.31,13873.58
TXN035313,2025-11-21,C00583,P0022,ST019,4,18644.62,5437.27,69141.21,52202.56,16938.65
TXN039852,2025-03-18,C01507,P0029,ST019,3,734.44,38.58,2164.74,1862.82,301.92
TXN037368,2025-03-31,C01862,P0046,ST016,5,9815.94,2153.25,46926.45,33076.2,13850.25
TXN044968,2025-11-12,C01481,P0031,ST020,3,4865.54,372.75,14223.87,11619.24,2604.63
TXN035328,2024-03-25,C01971,P0004,ST018,2,8916.96,100.35,17733.57,12805.86,4927.71
TXN022377,2024-08-14,C00278,P0002,ST010,1,1566.21,73.81,1492.4,1164.99,327.41
TXN012791,2024-12-14,C00706,P0022,ST019,3,18644.62,6778.54,49155.32,39151.92,10003.4
TXN042954,2025-08-17,C00165,P0029,ST006,3,734.44,79.09,2124.23,1862.82,261.41
TXN044170,2025-03-17,C02393,P0004,ST002,2,8916.96,260.56,17573.36,12805.86,4767.5
TXN025555,2025-01-22,C00117,P0015,ST014,1,3796.67,160.53,3636.14,3096.58,539.56
TXN041707,2024-08-09,C00961,P0033,ST010,4,364.15,12.35,1444.25,1041.56,402.69
TXN032455,2024-03-26,C00877,P0054,ST002,5,12791.57,94.7,63863.15,51621.65,12241.5
TXN044712,2025-07-12,C00598,P0023,ST013,1,40186.29,3727.35,36458.94,29885.65,6573.29
TXN022720,2025-10-07,C00506,P0047,ST004,5,6117.14,1796.96,28788.74,26214.85,2573.89
TXN031615,2025-04-03,C01537,P0008,ST007,3,337.09,13.99,997.28,705.63,291.65
TXN011587,2025-06-14,C01087,P0051,ST014,1,12289.04,211.98,12077.06,10594.78,1482.28
TXN016937,2025-04-02,C01015,P0055,ST018,1,6346.64,112.04,6234.6,4293.45,1941.15
TXN027670,2024-07-31,C01786,P0041,ST009,1,7676.63,499.14,7177.49,6139.1,1038.39
TXN004328,2025-07-26,C02408,P0005,ST001,2,11260.5,179.46,22341.54,17196.9,5144.64
TXN019029,2024-10-29,C02437,P0035,ST020,2,15900.45,1229.71,30571.19,21176.48,9394.71
TXN009146,2024-09-22,C01869,P0042,ST003,1,1641.03,53.17,1587.86,1243.74,344.12
TXN017560,2024-12-23,C01253,P0002,ST004,1,1566.21,261.67,1304.54,1164.99,139.55
TXN011811,2025-09-20,C01475,P0023,ST001,2,40186.29,5501.13,74871.45,59771.3,15100.15
TXN038668,2025-11-20,C01341,P0043,ST010,2,4932.72,1021.91,8843.53,8205.28,638.25
TXN016244,2024-01-11,C01073,P0042,ST003,2,1641.03,355.03,2927.03,2487.48,439.55
TXN014904,2025-04-29,C02157,P0012,ST009,2,1717.33,21.45,3413.21,2597.26,815.95
TXN035067,2024-06-06,C00036,P0022,ST014,1,18644.62,1272.09,17372.53,13050.64,4321.89
TXN015402,2024-05-09,C00555,P0009,ST007,1,16251.98,198.06,16053.92,10879.23,5174.69
TXN037771,2025-07-30,C02275,P0011,ST010,1,4057.1,72.45,3984.65,3029.52,955.13
TXN002939,2025-12-10,C01720,P0022,ST015,1,18644.62,2388.76,16255.86,13050.64,3205.22
TXN012502,2025-03-26,C01926,P0024,ST015,1,60242.71,3595.7,56647.01,43601.31,13045.7
TXN025514,2024-04-20,C02067,P0022,ST007,1,18644.62,496.69,18147.93,13050.64,5097.29
TXN000910,2025-10-31,C01336,P0049,ST016,1,5964.46,81.77,5882.69,4341.09,1541.6
TXN008238,2024-11-06,C00945,P0053,ST020,1,4851.4,240.03,4611.37,3311.65,1299.72
TXN012531,2025-04-22,C00611,P0017,ST003,4,30052.11,8893.76,111314.68,80431.76,30882.92
TXN039904,2025-09-10,C00424,P0028,ST014,2,2365.59,43.89,4687.29,3141.32,1545.97
TXN014515,2025-02-13,C02133,P0032,ST020,2,4729.29,49.76,9408.82,7409.94,1998.88
TXN032070,2025-03-24,C00107,P0027,ST011,1,3958.75,268.24,3690.51,3362.9,327.61
TXN010618,2024-11-01,C01587,P0026,ST011,3,11257.61,3984.33,29788.5,22011.72,7776.78
TXN039327,2024-06-30,C00125,P0050,ST008,3,13841.38,926.89,40597.25,33360.9,7236.35
TXN017975,2024-08-18,C00973,P0024,ST016,1,60242.71,2221.38,58021.33,43601.31,14420.02
TXN013270,2025-05-21,C00086,P0042,ST013,2,1641.03,204.82,3077.24,2487.48,589.76
TXN027913,2025-01-04,C00767,P0050,ST013,2,13841.38,252.57,27430.19,22240.6,5189.59
TXN032278,2024-07-13,C00031,P0010,ST018,1,4637.32,66.57,4570.75,3449.96,1120.79
TXN028515,2024-02-06,C00718,P0013,ST007,1,12169.5,205.56,11963.94,10386.47,1577.47
TXN002953,2024-04-04,C02022,P0054,ST009,5,12791.57,611.55,63346.3,51621.65,11724.65
TXN006991,2024-04-19,C00550,P0010,ST006,4,4637.32,203.64,18345.64,13799.84,4545.8
TXN042655,2024-09-13,C01339,P0004,ST012,2,8916.96,639.3,17194.62,12805.86,4388.76
TXN024804,2025-01-27,C01043,P0005,ST018,1,11260.5,48.73,11211.77,8598.45,2613.32
TXN040184,2024-09-17,C01258,P0020,ST017,2,32634.76,2464.87,62804.65,43633.44,19171.21
TXN002983,2025-10-31,C00195,P0030,ST019,1,9669.0,276.26,9392.74,6344.98,3047.76
TXN036741,2024-11-12,C01443,P0019,ST013,1,62124.05,5040.59,57083.46,41708.6,15374.86
TXN019161,2025-05-29,C00671,P0032,ST015,1,4729.29,216.26,4513.03,3704.97,808.06
TXN031270,2024-11-25,C01682,P0036,ST003,1,7304.72,363.03,6941.69,5342.49,1599.2
TXN031649,2025-02-18,C02302,P0027,ST008,1,3958.75,184.76,3773.99,3362.9,411.09
TXN023084,2025-11-04,C00699,P0053,ST016,3,4851.4,648.98,13905.22,9934.95,3970.27
TXN003809,2025-06-06,C02142,P0008,ST004,4,337.09,33.66,1314.7,940.84,373.86
TXN015075,2025-03-26,C01626,P0055,ST018,1,6346.64,28.23,6318.41,4293.45,2024.96
TXN023125,2025-01-15,C01867,P0046,ST015,3,9815.94,2280.42,27167.4,19845.72,7321.68
TXN015596,2024-12-10,C00088,P0007,ST015,3,1052.66,376.02,2781.96,2726.13,55.83
TXN003272,2024-10-28,C00241,P0025,ST001,1,16753.03,1711.04,15041.99,14318.13,723.86
TXN034895,2024-06-23,C00405,P0052,ST019,1,12386.02,84.84,12301.18,9421.28,2879.9
TXN009016,2025-03-20,C01121,P0014,ST001,2,1251.41,88.06,2414.76,1736.52,678.24
TXN032968,2024-05-27,C01394,P0046,ST003,4,9815.94,1926.48,37337.28,26460.96,10876.32
TXN009287,2024-04-13,C01655,P0032,ST012,1,4729.29,182.08,4547.21,3704.97,842.24
TXN041159,2025-02-19,C00348,P0006,ST004,2,7248.56,351.91,14145.21,10682.98,3462.23
TXN032873,2025-04-14,C01721,P0016,ST003,2,11350.5,1332.22,21368.78,17003.84,4364.94
TXN036299,2025-12-31,C01511,P0032,ST012,3,4729.29,2707.12,11480.75,11114.91,365.84
TXN027905,2024-04-28,C02046,P0031,ST009,3,4865.54,571.42,14025.2,11619.24,2405.96
TXN003123,2024-06-04,C02502,P0034,ST005,4,1257.67,30.47,5000.21,4072.56,927.65
TXN024025,2024-08-09,C00083,P0056,ST013,1,528.23,3.19,525.04,430.42,94.62
TXN002181,2024-03-19,C01869,P0043,ST006,1,4932.72,451.75,4480.97,4102.64,378.33
TXN039873,2025-06-25,C00813,P0050,ST011,1,13841.38,193.24,13648.14,11120.3,2527.84
TXN039868,2025-04-29,C01381,P0025,ST001,3,16753.03,1808.04,48451.05,42954.39,5496.66
TXN020398,2024-04-16,C00773,P0043,ST009,1,4932.72,598.03,4334.69,4102.64,232.05
TXN035237,2024-09-02,C01900,P0031,ST020,1,4865.54,110.52,4755.02,3873.08,881.94
TXN002215,2024-08-18,C01756,P0015,ST001,3,3796.67,122.89,11267.12,9289.74,1977.38
TXN010854,2025-12-17,C00840,P0034,ST014,3,1257.67,443.79,3329.22,3054.42,274.8
TXN037417,2025-07-17,C02303,P0014,ST012,1,1251.41,13.54,1237.87,868.26,369.61
TXN022937,2025-10-04,C00379,P0024,ST014,1,60242.71,5649.8,54592.91,43601.31,10991.6
TXN023047,2025-12-26,C01462,P0010,ST014,1,4637.32,666.12,3971.2,3449.96,521.24
TXN040775,2024-01-29,C00929,P0051,ST005,1,12289.04,466.62,11822.42,10594.78,1227.64
TXN042813,2025-03-18,C00388,P0003,ST003,2,2239.92,113.34,4366.5,3342.88,1023.62
TXN011626,2024-02-21,C01887,P0046,ST004,1,9815.94,450.45,9365.49,6615.24,2750.25
TXN034599,2025-07-23,C00249,P0017,ST009,4,30052.11,5053.69,115154.75,80431.76,34722.99
TXN011234,2025-03-22,C01186,P0037,ST014,3,9095.17,316.99,26968.52,19253.85,7714.67
TXN025462,2024-04-28,C02485,P0032,ST002,1,4729.29,30.6,4698.69,3704.97,993.72
TXN043903,2025-08-22,C02455,P0037,ST018,1,9095.17,109.59,8985.58,6417.95,2567.63
TXN039433,2024-03-05,C01524,P0043,ST007,3,4932.72,1824.64,12973.52,12307.92,665.6
TXN030053,2025-02-23,C02373,P0046,ST018,2,9815.94,812.15,18819.73,13230.48,5589.25
TXN017278,2024-04-14,C00489,P0043,ST020,1,4932.72,212.98,4719.74,4102.64,617.1
TXN037501,2024-02-22,C02363,P0034,ST009,3,1257.67,52.21,3720.8,3054.42,666.38
TXN012466,2024-03-26,C01036,P0051,ST017,3,12289.04,1730.98,35136.14,31784.34,3351.8
TXN039456,2025-02-22,C01985,P0048,ST019,1,13330.32,466.88,12863.44,10802.26,2061.18
TXN037128,2025-12-12,C00102,P0009,ST016,1,16251.98,2924.64,13327.34,10879.23,2448.11
TXN029975,2025-02-17,C02352,P0008,ST017,1,337.09,9.09,328.0,235.21,92.79
TXN022784,2024-02-19,C00771,P0022,ST014,4,18644.62,3352.51,71225.97,52202.56,19023.41
TXN038214,2024-05-03,C02219,P0041,ST020,3,7676.63,1287.01,21742.88,18417.3,3325.58
TXN002506,2025-09-27,C02312,P0046,ST020,3,9815.94,1503.09,27944.73,19845.72,8099.01
TXN039351,2025-12-06,C02472,P0053,ST009,3,4851.4,1667.57,12886.63,9934.95,2951.68
TXN031969,2025-12-09,C00282,P0057,ST012,1,14644.78,1418.0,13226.78,11607.64,1619.14
TXN000388,2024-05-24,C01122,P0010,ST019,1,4637.32,226.16,4411.16,3449.96,961.2
TXN010433,2025-03-07,C00741,P0016,ST018,4,11350.5,2350.76,43051.24,34007.68,9043.56
TXN038160,2024-09-18,C01102,P0003,ST012,2,2239.92,68.6,4411.24,3342.88,1068.36
TXN038679,2024-07-15,C00559,P0040,ST003,4,10656.5,1897.63,40728.37,34614.8,6113.57
TXN012245,2025-08-26,C01122,P0004,ST009,4,8916.96,955.92,34711.92,25611.72,9100.2
TXN011209,2024-05-28,C01935,P0010,ST003,1,4637.32,215.78,4421.54,3449.96,971.58
TXN038603,2024-08-08,C00632,P0041,ST009,1,7676.63,874.71,6801.92,6139.1,662.82
TXN006606,2024-09-06,C02075,P0040,ST014,1,10656.5,481.29,10175.21,8653.7,1521.51
TXN015150,2025-12-18,C00418,P0011,ST015,1,4057.1,665.95,3391.15,3029.52,361.63
TXN000003,2024-03-29,C00287,P0027,ST014,1,3958.75,222.15,3736.6,3362.9,373.7
TXN015005,2024-05-22,C01261,P0048,ST004,2,13330.32,470.16,26190.48,21604.52,4585.96
TXN022236,2025-06-17,C00814,P0052,ST019,2,12386.02,865.09,23906.95,18842.56,5064.39
TXN032563,2025-08-22,C01898,P0039,ST016,1,10846.14,484.14,10362.0,8947.64,1414.36
TXN002163,2024-04-07,C01254,P0005,ST013,2,11260.5,612.74,21908.26,17196.9,4711.36
TXN034219,2025-09-28,C02413,P0053,ST012,1,4851.4,96.96,4754.44,3311.65,1442.79
TXN017114,2024-08-18,C00667,P0014,ST008,2,1251.41,69.28,2433.54,1736.52,697.02
TXN031895,2025-02-13,C00133,P0032,ST019,4,4729.29,460.87,18456.29,14819.88,3636.41
TXN000065,2024-02-28,C01135,P0013,ST008,2,12169.5,51.35,24287.65,20772.94,3514.71
TXN043360,2024-03-13,C00041,P0012,ST008,1,1717.33,16.97,1700.36,1298.63,401.73
TXN039860,2024-10-10,C01564,P0042,ST018,1,1641.03,110.11,1530.92,1243.74,287.18
TXN015505,2025-05-18,C00932,P0055,ST019,4,6346.64,926.66,24459.9,17173.8,7286.1
TXN005843,2024-05-04,C00822,P0013,ST013,2,12169.5,683.77,23655.23,20772.94,2882.29
TXN004717,2025-07-11,C01497,P0031,ST002,5,4865.54,175.58,24152.12,19365.4,4786.72
TXN031041,2024-04-28,C01640,P0022,ST005,3,18644.62,4125.2,51808.66,39151.92,12656.74
TXN012005,2024-09-04,C01457,P0016,ST013,5,11350.5,5688.9,51063.6,42509.6,8554.0
TXN042759,2025-11-03,C00812,P0031,ST001,1,4865.54,113.87,4751.67,3873.08,878.59
TXN005199,2024-12-16,C02015,P0054,ST001,2,12791.57,3679.32,21903.82,20648.66,1255.16
